Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,SEO Title,SEO Description,Collection
mini-hair-straightener-comb,Lumu™ Mini Hair Straightening Comb,"<p>Straighten your hair on the go with this compact mini hair straightening comb. Heats up in 30 seconds with adjustable temperature. Anti-scald design keeps you safe while styling.</p><ul><li>Heats in 30 seconds</li><li>Adjustable temperature</li><li>Anti-scald rounded teeth</li><li>Compact travel design</li><li>Dual voltage worldwide use</li></ul>",Lumu,Hair Straightener,"Hair Straightener, Comb, Beauty, Salon, Women, Travel, Trending",TRUE,Color,Default,ZMJF247108601AZ-GLD-ZAM,200,shopify,100,deny,manual,79.00,159.00,TRUE,TRUE,https://portal.myzambeel.com/gold-products/ZMJF247108601AZ-GLD-ZAM,1,Mini Hair Straightening Comb,Mini Hair Straightening Comb | Lumu,Straighten your hair on the go. Heats in 30 seconds with anti-scald design. Free shipping across GCC.,Health & Beauty
handheld-ironing-machine,Lumu™ Handheld Garment Steamer,"<p>Wrinkle-free clothes in minutes with this powerful handheld garment steamer. Perfect for travel and quick touch-ups. Heats in 25 seconds with continuous steam output for professional results.</p><ul><li>1000W powerful steam</li><li>Heats in 25 seconds</li><li>270ml water tank</li><li>Safe for all fabrics</li><li>Compact travel design</li></ul>",Lumu,Garment Steamer,"Iron, Steamer, Garment, Home, Travel, Trending",TRUE,Color,Default,ZMZN131276004DW-GLD-ZAM,600,shopify,50,deny,manual,299.00,549.00,TRUE,TRUE,https://portal.myzambeel.com/gold-products/ZMZN131276004DW-GLD-ZAM,1,Handheld Garment Steamer,Handheld Garment Steamer | Lumu,Wrinkle-free clothes in minutes. Powerful 1000W steamer with fast heat-up. Shop now at Lumu.,Home & Kitchen Essentials
copper-bracelet,Lumu™ Wide Pure Copper Healing Bracelet,"<p>Harness the natural healing properties of pure copper with this elegant wide bracelet. Believed to support joint health and improve circulation. Adjustable design fits most wrist sizes.</p><ul><li>99.9% pure copper</li><li>Magnetic therapy design</li><li>Adjustable fit</li><li>Elegant handcrafted finish</li><li>Unisex design</li></ul>",Lumu,Bracelet,"Bracelet, Copper, Jewelry, Health, Fashion, Gift, Accessories",TRUE,Color,Default,ZMSL223697001AZ-GLD-ZAM,80,shopify,100,deny,manual,89.00,179.00,TRUE,TRUE,https://portal.myzambeel.com/gold-products/ZMSL223697001AZ-GLD-ZAM,1,Pure Copper Healing Bracelet,Pure Copper Healing Bracelet | Lumu,Elegant pure copper bracelet with magnetic therapy. Adjustable fit for men and women. Shop at Lumu.,Premium Fashion Accessories
onion-chopper,Lumu™ Pro Onion Chopper Multi-Cutter,"<p>No more tears while cutting onions! This professional onion chopper dices onions, potatoes, and vegetables perfectly every time. Multiple blade inserts for different cut sizes.</p><ul><li>Multiple blade sizes</li><li>Built-in container</li><li>Non-slip base</li><li>Stainless steel blades</li><li>Easy to clean</li></ul>",Lumu,Kitchen Tool,"Kitchen, Chopper, Onion, Vegetable, Home, Cooking",TRUE,Color,Default,ZMCJ170137301AZ-GLD-ZAM,400,shopify,100,deny,manual,69.00,139.00,TRUE,TRUE,https://portal.myzambeel.com/gold-products/ZMCJ170137301AZ-GLD-ZAM,1,Pro Onion Chopper,Pro Onion Chopper Multi-Cutter | Lumu,No more tears while cutting onions. Professional chopper with multiple blade sizes. Shop at Lumu.,Home & Kitchen Essentials
intelligent-ashtray,Lumu™ Intelligent Air Purifier Ashtray,"<p>The smart ashtray that purifies the air around you. Built-in activated carbon filter absorbs smoke and eliminates odor instantly. Sleek modern design that complements any space.</p><ul><li>Activated carbon air purifier</li><li>Instant smoke absorption</li><li>USB rechargeable</li><li>Auto shut-off</li><li>Sleek modern design</li></ul>",Lumu,Ashtray,"Ashtray, Air Purifier, Home, Gadget, Gift, Trending",TRUE,Color,Default,ZMJT158971001AZ-GLD-ZAM,300,shopify,100,deny,manual,59.00,119.00,TRUE,TRUE,https://portal.myzambeel.com/gold-products/ZMJT158971001AZ-GLD-ZAM,1,Intelligent Air Purifier Ashtray,Intelligent Air Purifier Ashtray | Lumu,Smart ashtray with air purifier. Absorbs smoke and eliminates odor. Modern design. Shop at Lumu.,Home & Kitchen Essentials
dent-repair-puller,Lumu™ Car Dent Repair Puller Tool,"<p>Fix car dents yourself without expensive body shop visits. This professional-grade dent puller uses powerful suction to pop out dents from any flat surface. Works on cars, fridges, and more.</p><ul><li>Powerful suction cup</li><li>Works on multiple surfaces</li><li>No paint damage</li><li>Easy one-person operation</li><li>Compact and reusable</li></ul>",Lumu,Car Tool,"Car, Dent Repair, Auto, Tool, DIY",TRUE,Color,Default,ZMQT101212701AZ-GLD-ZAM,300,shopify,100,deny,manual,39.00,79.00,TRUE,TRUE,https://portal.myzambeel.com/gold-products/ZMQT101212701AZ-GLD-ZAM,1,Car Dent Repair Puller,Car Dent Repair Puller Tool | Lumu,Fix car dents at home. Professional-grade suction puller tool. Free shipping across GCC.,Trending & Viral Finds
v-face-shaping-artifact,Lumu™ V-Face Shaping Lifting Device,"<p>Achieve a defined and sculpted jawline with this V-face shaping device. EMS micro-current technology tones facial muscles, reduces puffiness, and promotes a youthful V-line appearance.</p><ul><li>EMS micro-current technology</li><li>Reduces puffiness & double chin</li><li>Promotes V-line jawline</li><li>USB rechargeable</li><li>5 intensity levels</li></ul>",Lumu,Beauty Device,"Face Shaper, V-Face, Beauty, Skin Care, Anti-Aging, Trending",TRUE,Color,Default,ZMJT149935101AZ-GLD-ZAM,100,shopify,100,deny,manual,59.00,129.00,TRUE,TRUE,https://portal.myzambeel.com/gold-products/ZMJT149935101AZ-GLD-ZAM,1,V-Face Shaping Device,V-Face Shaping Lifting Device | Lumu,Sculpted jawline with EMS micro-current technology. Reduces puffiness for a V-line face. Shop at Lumu.,Health & Beauty
horse-leather-wallet,Lumu™ Premium Horse Leather Long Wallet,"<p>Elevate your everyday carry with this premium horse leather long wallet. Multiple card slots, bill compartment, and zippered coin pouch. Sleek design with RFID blocking protection.</p><ul><li>Genuine horse leather</li><li>RFID blocking technology</li><li>Multiple card slots</li><li>Zippered coin pouch</li><li>Gift box included</li></ul>",Lumu,Wallet,"Wallet, Leather, Men, Fashion, Accessories, Gift, Premium",TRUE,Color,Default,ZMQB177042301AZ-GLD-ZAM,150,shopify,100,deny,manual,89.00,179.00,TRUE,TRUE,https://portal.myzambeel.com/gold-products/ZMQB177042301AZ-GLD-ZAM,1,Premium Horse Leather Wallet,Premium Horse Leather Long Wallet | Lumu,Elegant horse leather wallet with RFID blocking. Multiple card slots. Perfect gift. Shop at Lumu.,Premium Fashion Accessories
magnetic-phone-holder,Lumu™ Magnetic Rotation Phone Holder,"<p>Mount your phone anywhere with this powerful magnetic phone holder. 360° rotation for the perfect viewing angle. Strong neodymium magnets hold securely even on bumpy roads.</p><ul><li>360° rotation</li><li>Strong neodymium magnets</li><li>Universal compatibility</li><li>One-hand operation</li><li>Sleek minimalist design</li></ul>",Lumu,Phone Holder,"Phone, Holder, Magnetic, Car, Desk, Tech, Gadget",TRUE,Color,Default,ZMSJ174996901AZ-GLD-ZAM,100,shopify,100,deny,manual,49.00,99.00,TRUE,TRUE,https://portal.myzambeel.com/gold-products/ZMSJ174996901AZ-GLD-ZAM,1,Magnetic Phone Holder,Magnetic Rotation Phone Holder | Lumu,Mount your phone anywhere with 360 rotation. Strong magnets hold securely. Free shipping across GCC.,Tech & Smart Gadgets
garlic-press,Lumu™ Multi-Function Garlic Press,"<p>Crush and mince garlic in seconds with this ergonomic garlic press. Heavy-duty zinc alloy construction with built-in cleaner. No peeling needed — just squeeze and go!</p><ul><li>Heavy-duty zinc alloy</li><li>No peeling required</li><li>Built-in cleaning tool</li><li>Ergonomic grip handle</li><li>Dishwasher safe</li></ul>",Lumu,Kitchen Tool,"Kitchen, Garlic Press, Cooking, Home, Gadget",TRUE,Color,Default,ZMJT149878601AZ-GLD-ZAM,200,shopify,100,deny,manual,49.00,99.00,TRUE,TRUE,https://portal.myzambeel.com/gold-products/ZMJT149878601AZ-GLD-ZAM,1,Multi-Function Garlic Press,Multi-Function Garlic Press | Lumu,Crush and mince garlic effortlessly. Heavy-duty construction with built-in cleaner. Shop now.,Home & Kitchen Essentials
smart-thermal-bottle,Lumu™ Smart Digital Thermal Water Bottle,"<p>Stay perfectly hydrated with this smart thermal bottle featuring a built-in LED temperature display. Double-wall vacuum insulation keeps drinks hot for 12 hours or cold for 24 hours.</p><ul><li>LED temperature display</li><li>Double-wall vacuum insulation</li><li>Hot 12hrs / Cold 24hrs</li><li>500ml capacity</li><li>Leak-proof design</li></ul>",Lumu,Water Bottle,"Water Bottle, Smart, Thermal, Gadget, Gift, Trending",TRUE,Color,Default,ZMJT192676805EV-GLD-ZAM,350,shopify,100,deny,manual,69.00,139.00,TRUE,TRUE,https://portal.myzambeel.com/gold-products/ZMJT192676805EV-GLD-ZAM,1,Smart Thermal Water Bottle,Smart Digital Thermal Water Bottle | Lumu,LED temperature display bottle. Keeps drinks hot 12hrs cold 24hrs. Free shipping across GCC.,Trending & Viral Finds
mini-travel-silicone-bottles,Lumu™ Mini Portable Travel Silicone Bottles Set,"<p>Travel smart with this set of leak-proof silicone travel bottles. TSA approved, refillable, and perfect for shampoo, conditioner, lotion, and more. Compact design fits any toiletry bag.</p><ul><li>TSA approved size</li><li>Leak-proof silicone design</li><li>Multiple bottle set</li><li>Easy to refill</li><li>Carry pouch included</li></ul>",Lumu,Travel Accessory,"Travel, Bottles, Silicone, Toiletry, Trending",TRUE,Color,Default,ZMJY176437206FU-GLD-ZAM,200,shopify,50,deny,manual,189.00,379.00,TRUE,TRUE,https://portal.myzambeel.com/gold-products/ZMJY176437206FU-GLD-ZAM,1,Mini Travel Silicone Bottles,Mini Portable Travel Silicone Bottles | Lumu,TSA approved leak-proof travel bottles. Perfect for toiletries on the go. Shop now at Lumu.,Trending & Viral Finds
beauty-makeup-mirror-storage,Lumu™ Storage Box Beauty Makeup Mirror,"<p>Organize your beauty essentials with this elegant storage box featuring a built-in LED mirror. Multiple compartments keep makeup, skincare, and accessories perfectly sorted. Dustproof lid keeps everything clean.</p><ul><li>Built-in LED makeup mirror</li><li>Multiple compartments</li><li>Dustproof lid</li><li>Elegant acrylic design</li><li>360° rotating trays</li></ul>",Lumu,Makeup Organizer,"Makeup, Mirror, Storage, Beauty, Organizer, Home, Gift",TRUE,Color,Default,ZMYD198735701AZ-GLD-ZAM,800,shopify,50,deny,manual,119.00,239.00,TRUE,TRUE,https://portal.myzambeel.com/gold-products/ZMYD198735701AZ-GLD-ZAM,1,Beauty Makeup Mirror Storage Box,Storage Box Beauty Makeup Mirror | Lumu,Organize your beauty essentials with LED mirror storage box. Multiple compartments. Shop at Lumu.,Health & Beauty
acne-patch-fade-spots,Lumu™ Acne Patch Cleaning Fade Spots Treatment,"<p>Clear acne and fade dark spots with these invisible hydrocolloid patches. Absorbs pus and oil overnight for faster healing. Ultra-thin and transparent for discreet daytime wear.</p><ul><li>Hydrocolloid formula</li><li>Absorbs pus & oil</li><li>Ultra-thin & transparent</li><li>Day & night use</li><li>Multiple sizes per pack</li></ul>",Lumu,Skincare Patch,"Acne, Patch, Skin Care, Beauty, Spots, Trending",TRUE,Size,Default,ZMYD177247001AZ-GLD-ZAM,20,shopify,100,deny,manual,35.00,69.00,TRUE,TRUE,https://portal.myzambeel.com/gold-products/ZMYD177247001AZ-GLD-ZAM,1,Acne Patch Fade Spots Treatment,Acne Patch Fade Spots Treatment | Lumu,Clear acne overnight with hydrocolloid patches. Ultra-thin and transparent. Free shipping across GCC.,Health & Beauty
electric-neck-massager,Lumu™ Electric Neck Pulse Massager,"<p>Advanced EMS pulse technology delivers targeted relief for neck pain and stiffness. Multiple modes and intensity levels. Lightweight foldable design for use at home, office, or on the go.</p><ul><li>EMS pulse technology</li><li>Multiple massage modes</li><li>Adjustable intensity levels</li><li>Foldable & portable</li><li>USB rechargeable</li></ul>",Lumu,Massager,"Massager, Neck, EMS, Health, Relaxation, Gift, Trending",TRUE,Color,Default,ZMBJMRAM00341-Battery-GLD-ZAM,200,shopify,100,deny,manual,89.00,179.00,TRUE,TRUE,https://portal.myzambeel.com/gold-products/ZMBJMRAM00341-Battery-GLD-ZAM,1,Electric Neck Pulse Massager,Electric Neck Pulse Massager | Lumu,Advanced EMS pulse neck massager. Multiple modes for targeted relief. Free shipping across GCC.,Health & Beauty
automatic-hair-braider,Lumu™ Automatic Hair Braider Machine,"<p>Create perfect braids effortlessly with this automatic hair braiding machine. Simply load your hair and let it twist perfect braids in seconds. Great for kids and adults alike.</p><ul><li>One-touch automatic braiding</li><li>Works on all hair types</li><li>Battery operated</li><li>Safe twisted design</li><li>Fun for kids & adults</li></ul>",Lumu,Hair Tool,"Hair, Braider, Women, Kids, Beauty, Styling, Trending",TRUE,Color,Default,ZMJJYSZW00007-default-GLD-ZAM,250,shopify,100,deny,manual,109.00,219.00,TRUE,TRUE,https://portal.myzambeel.com/gold-products/ZMJJYSZW00007-default-GLD-ZAM,1,Automatic Hair Braider,Automatic Hair Braider Machine | Lumu,Perfect braids in seconds with automatic braiding. Works on all hair types. Shop now at Lumu.,Health & Beauty
household-sweeping-robot,Lumu™ Household Smart Sweeping Robot,"<p>Let this intelligent sweeping robot keep your floors spotless. Auto-navigation avoids obstacles while the triple-brush system picks up dust, pet hair, and debris. Ultra-slim design fits under furniture.</p><ul><li>Auto-navigation sensors</li><li>Triple-brush cleaning system</li><li>Ultra-slim design</li><li>USB rechargeable</li><li>Quiet operation</li></ul>",Lumu,Robot Cleaner,"Robot, Vacuum, Sweeper, Home, Gadget, Smart Home, Trending",TRUE,Color,Default,ZMYD180432701AZ-GLD-ZAM,600,shopify,50,deny,manual,109.00,219.00,TRUE,TRUE,https://portal.myzambeel.com/gold-products/ZMYD180432701AZ-GLD-ZAM,1,Smart Sweeping Robot,Household Smart Sweeping Robot | Lumu,Intelligent sweeping robot with auto-navigation. Ultra-slim design fits under furniture. Shop at Lumu.,Home & Kitchen Essentials
mini-electric-shaver,Lumu™ Mini Portable Electric Shaver,"<p>The perfect travel companion for a quick grooming touch-up. This ultra-compact electric shaver fits in your pocket and delivers a surprisingly close shave. USB-C rechargeable with IPX6 waterproof rating.</p><ul><li>Ultra-compact pocket size</li><li>USB-C fast charging</li><li>IPX6 waterproof</li><li>Dual-blade system</li><li>Metal alloy body</li></ul>",Lumu,Electric Shaver,"Shaver, Mini, Travel, Grooming, Men, Trending",TRUE,Color,Default,ZMYD179821501AZ-GLD-ZAM,80,shopify,100,deny,manual,45.00,89.00,TRUE,TRUE,https://portal.myzambeel.com/gold-products/ZMYD179821501AZ-GLD-ZAM,1,Mini Portable Electric Shaver,Mini Portable Electric Shaver | Lumu,Ultra-compact pocket electric shaver. USB-C rechargeable and waterproof. Free shipping across GCC.,Health & Beauty
magnetic-sticks-diy,Lumu™ Magnetic Sticks DIY Building Set,"<p>Spark creativity with this magnetic sticks building set. Endless construction possibilities for kids and adults. Strengthens STEM skills while providing hours of entertainment.</p><ul><li>Strong magnetic connections</li><li>Multiple shapes & colors</li><li>STEM learning toy</li><li>Safe ABS plastic</li><li>Storage bag included</li></ul>",Lumu,Building Toy,"Toys, Magnetic, Building, STEM, Kids, Gift, Education",TRUE,Color,Default,MSD-N-TY-GLD-ZAM,300,shopify,100,deny,manual,59.00,119.00,TRUE,TRUE,https://portal.myzambeel.com/gold-products/MSD-N-TY-GLD-ZAM,1,Magnetic Sticks Building Set,Magnetic Sticks DIY Building Set | Lumu,Spark creativity with magnetic building sticks. STEM learning toy for kids. Free shipping across GCC.,Trending & Viral Finds
turmeric-acid-cleaning-pads,Lumu™ Turmeric Acid Facial Cleaning Pads,"<p>Gently exfoliate and brighten your skin with these turmeric-infused acid cleaning pads. AHA + BHA formula dissolves dead skin cells, unclogs pores, and reveals a radiant glow underneath.</p><ul><li>Turmeric + AHA/BHA formula</li><li>Gentle exfoliation</li><li>Brightens skin tone</li><li>Pre-soaked ready-to-use pads</li><li>Suitable for all skin types</li></ul>",Lumu,Skincare Pads,"Skin Care, Turmeric, Exfoliator, Pads, Beauty, Trending",TRUE,Size,Default,TAC-N-GF-GLD-ZAM,30,shopify,100,deny,manual,25.00,49.00,TRUE,TRUE,https://portal.myzambeel.com/gold-products/TAC-N-GF-GLD-ZAM,1,Turmeric Acid Cleaning Pads,Turmeric Acid Cleaning Pads | Lumu,Brighten your skin with turmeric AHA/BHA pads. Gentle exfoliation for radiant glow. Shop at Lumu.,Health & Beauty
time-eraser-serum,Lumu™ Time Eraser Anti-Aging Serum,"<p>Turn back the clock with this powerful anti-aging serum. Concentrated retinol and hyaluronic acid formula reduces fine lines, wrinkles, and age spots while deeply hydrating your skin.</p><ul><li>Retinol + hyaluronic acid</li><li>Reduces fine lines & wrinkles</li><li>Deep hydration</li><li>Lightweight fast-absorbing</li><li>Suitable for all skin types</li></ul>",Lumu,Skincare Serum,"Serum, Anti-Aging, Skin Care, Retinol, Beauty, Premium",TRUE,Size,Default,TMER-N-GF-GLD-ZAM,40,shopify,100,deny,manual,39.00,79.00,TRUE,TRUE,https://portal.myzambeel.com/gold-products/TMER-N-GF-GLD-ZAM,1,Time Eraser Anti-Aging Serum,Time Eraser Anti-Aging Serum | Lumu,Turn back the clock with retinol and hyaluronic acid serum. Reduces fine lines. Free shipping across GCC.,Health & Beauty
spinal-traction-belt,Lumu™ Spinal Air Traction Decompression Belt,"<p>Relieve back pain naturally with this inflatable spinal decompression belt. Creates gentle traction to decompress spinal vertebrae, reduce pressure on nerves, and provide instant relief from lower back pain.</p><ul><li>Inflatable air traction</li><li>Spinal decompression therapy</li><li>Adjustable fit (waist 29-49 inches)</li><li>Portable & lightweight</li><li>Doctor recommended</li></ul>",Lumu,Back Support,"Back Support, Spinal, Health, Pain Relief, Belt, Trending",TRUE,Size,Default,SATB-N-FE-GLD-ZAM,400,shopify,50,deny,manual,149.00,299.00,TRUE,TRUE,https://portal.myzambeel.com/gold-products/SATB-N-FE-GLD-ZAM,1,Spinal Air Traction Belt,Spinal Air Traction Decompression Belt | Lumu,Relieve back pain with inflatable spinal decompression. Doctor recommended. Free shipping across GCC.,Health & Beauty
